Species,SpecCode,Genus,Author,FBname,DemersPelag,Subfamily,DepthRangeShallow,DepthRangeDeep,DepthRangeComShallow,DepthRangeComDeep,Length,CommonLength,Weight,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
Rhynchactis macrothrix,51704,Rhynchactis,"Bertelsen & Pietsch, 1998",NA,bathypelagic,NA,300,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchobatus australiae,15380,Rhynchobatus,"Whitley, 1939",Bottlenose wedgefish,demersal,NA,0,60,NA,NA,124,NA,NA,30,N,30,S,30,E,155,E,NA,NA
Rhynchobatus cooki,68212,Rhynchobatus,"Last, Kyne & Compagno, 2016",Clown wedgefish,pelagic-neritic,NA,NA,70,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchobatus djiddensis,5503,Rhynchobatus,"(Forsskål, 1775)",Giant guitarfish,reef-associated,NA,1,75,NA,NA,310,NA,227000,35,N,35,S,22,e,83,E,NA,NA
Rhynchobatus laevis,57375,Rhynchobatus,"(Bloch & Schneider, 1801)",Smoothnose wedgefish,demersal,NA,0,60,NA,NA,270,NA,240000,35,n,4,N,49,e,142,e,NA,NA
Rhynchobatus mononoke,69253,Rhynchobatus,"Koeda, Itou, Yamada & Motomura, 2020",Japanese wedgefish,pelagic-neritic,NA,15,136,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchobatus palpebratus,64134,Rhynchobatus,"Compagno & Last, 2008",Eyebrow wedgefish,demersal,NA,5,61,NA,NA,262,NA,NA,5,s,23,s,113,E,154,E,NA,NA
Rhynchobatus springeri,65550,Rhynchobatus,"Compagno & Last, 2010",Broadnose wedgefish,pelagic-neritic,NA,16,37,NA,NA,215,NA,NA,20,n,10,s,95,E,128,E,NA,NA
Rhynchoconger ectenurus,22596,Rhynchoconger,"(Jordan & Richardson, 1909)",NA,demersal,Congrinae,200,500,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchoconger flavus,2628,Rhynchoconger,"(Goode & Bean, 1896)",Yellow conger,demersal,Congrinae,26,183,NA,NA,150,30,NA,33,N,33,S,98,W,33,W,NA,NA
