Species,SpecCode,DepthRangeShallow,DepthRangeDeep,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
Pristotis obtusirostris,8127,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Procetichthys kreffti,15184,0,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Promethichthys prometheus,5008,80,800,50,N,36,S,180,W,180,E,NA,NA
Pronotogrammus eos,14296,155,325,28,N,4,S,115,w,52,w,NA,NA
Pronotogrammus martinicensis,3328,65,230,32,N,36,S,NA,NA,NA,NA,NA,NA
Pronotogrammus multifasciatus,3312,40,200,34,N,9,s,119,w,78,w,NA,NA
Proscyllium habereri,5922,50,100,39,N,8,S,NA,NA,NA,NA,NA,NA
Proscyllium magnificum,63353,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protanguilla palau,66270,35,NA,9,N,6,N,134,e,135,E,NA,NA
Protemblemaria bicirrus,47396,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Proterorhinus marmoratus,12020,NA,NA,60,N,36,N,17,E,54,E,4,18
Protogobiesox asymmetricus,68851,370,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protomyctophum andriashevi,7006,50,332,47,S,65,S,NA,NA,NA,NA,NA,NA
Protomyctophum arcticum,27754,90,1600,70,N,40,N,65,W,12,E,NA,NA
Protomyctophum bolini,7007,364,728,45,S,78,S,NA,NA,NA,NA,NA,NA
Protomyctophum choriodon,7008,NA,NA,36,S,58,S,NA,NA,NA,NA,NA,NA
Protomyctophum crockeri,2736,100,500,48,N,46,N,NA,NA,NA,NA,NA,NA
Protomyctophum gemmatum,7009,NA,2000,40,S,54,S,NA,NA,NA,NA,NA,NA
Protomyctophum normani,7011,NA,NA,41,S,48,S,NA,NA,NA,NA,NA,NA
Protomyctophum parallelum,7005,NA,2500,32,S,67,S,NA,NA,NA,NA,NA,NA
Protomyctophum tenisoni,7012,96,NA,46,S,67,S,NA,NA,NA,NA,NA,NA
Protomyctophum thompsoni,22986,785,1500,66,N,38,N,NA,NA,NA,NA,NA,NA
Protonibea diacanthus,4571,5,100,40,N,28,s,47,e,154,e,NA,NA
Protosalanx hyalocranius,12236,NA,NA,35,N,31,N,NA,NA,NA,NA,NA,NA
Prototroctes maraena,6199,NA,NA,34,S,45,S,NA,NA,NA,NA,10,25
Psammobatis extenta,54435,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psammobatis lentiginosa,54115,84,160,20,S,40,S,60,W,40,W,NA,NA
Psammobatis rudis,54122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psammobatis rutrum,54433,73,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psammobatis scobina,54085,40,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psammogobius biocellatus,9946,0,3,NA,NA,NA,NA,NA,NA,NA,NA,22,28
Psammoperca waigiensis,8212,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psednos groenlandicus,59950,930,1055,65,N,63,N,NA,NA,NA,NA,NA,NA
Psednos melanocephalus,59794,0,3172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psednos micruroides,59953,0,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psenes cyanophrys,3925,20,550,49,N,43,S,180,w,180,e,NA,NA
Psenes maculatus,3926,0,1281,41,N,7,N,NA,NA,NA,NA,NA,NA
Psenes pellucidus,3927,NA,1000,42,N,24,N,NA,NA,NA,NA,NA,NA
Psenes sio,8224,NA,NA,10,N,11,S,NA,NA,NA,NA,NA,NA
Psenopsis anomala,497,0,370,42,N,19,N,111,E,141,E,NA,NA
Psenopsis cyanea,14280,179,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psenopsis obscura,7653,200,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psenopsis shojimai,8281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psephurus gladius,4513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psettichthys melanostictus,4255,1,325,64,N,33,N,179,W,118,W,NA,NA
Psettina brevirictis,8901,37,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psettina gigantea,8282,79,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psettina hainanensis,56089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psettina iijimae,12569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psettina tosana,24224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psettodes belcheri,4504,NA,150,23,N,14,S,NA,NA,NA,NA,NA,NA
Psettodes bennettii,5068,15,50,30,N,4,N,19,W,8,W,NA,NA
Psettodes erumei,513,1,100,26,N,21,S,43,E,156,E,NA,NA
Pseudalectrias tarasovi,50412,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudalutarius nasicornis,7979,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudamia amblyuroptera,4361,0,30,19,N,12,S,NA,NA,NA,NA,NA,NA
Pseudamia gelatinosa,4362,1,64,30,N,30,S,NA,NA,NA,NA,NA,NA
Pseudamia hayashii,4363,2,64,32,N,28,S,NA,NA,NA,NA,NA,NA
Pseudamia nigra,59189,2,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudamia zonata,4365,10,35,30,N,21,S,NA,NA,NA,NA,NA,NA
Pseudamiops gracilicauda,5788,5,30,30,N,28,S,NA,NA,NA,NA,NA,NA
Pseudamiops phasma,59455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias connelli,23328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias cooperi,13006,10,91,32,N,24,S,NA,NA,NA,NA,22,27
Pseudanthias elongatus,23424,60,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias fasciatus,10632,20,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias heemstrai,24434,15,67,NA,NA,NA,NA,NA,NA,NA,NA,22,27
Pseudanthias hiva,60821,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias huchtii,6567,3,30,19,N,24,S,114,e,178,W,22,28
Pseudanthias hypselosoma,8124,6,50,35,N,24,S,72,E,169,W,22,27
Pseudanthias ignitus,23766,10,40,NA,NA,NA,NA,NA,NA,NA,NA,22,27
Pseudanthias leucozonus,23425,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias marcia,27001,14,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias mica,66859,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias mooreanus,59194,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias olivaceus,46510,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias oumati,66973,50,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias paralourgus,69911,110,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias pillai,69169,175,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias pleurotaenia,6569,0,180,30,N,23,S,NA,NA,NA,NA,22,27
Pseudanthias pulcherrimus,12733,10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias randalli,6571,15,120,19,N,5,S,NA,NA,NA,NA,22,27
Pseudanthias rubrizonatus,7321,10,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias rubrolineatus,61257,60,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudanthias squamipinnis,6568,0,55,35,n,36,s,24,e,169,w,22,28
Pseudanthias taeniatus,12776,10,40,NA,NA,NA,NA,NA,NA,NA,NA,22,27
Pseudanthias ventralis,12700,26,120,22,N,25,S,121,e,109,w,NA,NA
Pseudaphya ferreri,16333,5,40,47,N,35,N,6,W,20,E,NA,NA
Pseudaspius brandtii,47843,NA,NA,55,N,34,N,89,E,148,E,10,24
Pseudechidna brummeri,10216,1,8,25,N,22,S,NA,NA,NA,NA,NA,NA
Pseudobalistes flavimarginatus,6027,2,80,34,N,34,S,27,e,124,w,22,27
Pseudobalistes fuscus,4466,30,50,32,N,24,S,30,E,145,W,NA,NA
Pseudobalistes naufragium,8226,3,36,40,N,50,S,120,W,70,W,NA,NA
Pseudodax moluccanus,5594,3,60,32,N,24,S,NA,NA,NA,NA,24,28
Pseudoginglymostoma brevicaudatum,5894,NA,NA,0,S,27,S,38,E,58,E,NA,NA
Pseudogobius melanosticta,59873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogobius poicilosoma,25093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudophycis bachus,2020,26,700,33,S,50,S,137,E,177,E,NA,NA
Pseudophycis barbata,2021,0,300,31,S,48,S,112,E,180,E,NA,NA
Pseudobathylagus milleri,12541,550,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudobatos glaucostigma,13229,1,112,28,N,4,S,112,W,82,W,NA,NA
Pseudobatos horkelii,8732,1,150,24,s,41,s,63,w,55,w,NA,NA
Pseudobatos lentiginosus,2548,0,30,36,N,18,N,99,W,75,W,NA,NA
Pseudobatos percellens,140,0,110,18,N,27,S,82,W,33,W,NA,NA
Pseudobatos planiceps,149,NA,NA,16,N,20,S,95,W,71,W,NA,NA
Pseudobatos productus,2549,1,91,38,N,18,N,123,w,106,w,NA,NA
Pseudoblennius argenteus,60041,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoblennius cottoides,23979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoblennius marmoratus,23980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoblennius percoides,23977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoblennius zonostigma,23978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalliurichthys variegatus,25835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocaranx chilensis,1948,NA,NA,25,S,35,S,83,W,76,W,NA,NA
Pseudocaranx dentex,1002,10,238,40,N,47,S,NA,NA,NA,NA,NA,NA
Pseudocaranx dinjerra,64515,43,160,21,S,29,S,112,E,114,E,NA,NA
Pseudocaranx wrighti,1949,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocarcharias kamoharai,5923,0,590,40,N,40,S,180,W,180,E,NA,NA
Pseudochaenichthys georgianus,475,0,475,53,S,73,S,179,W,24,W,NA,NA
Pseudocheilinops ataenia,5615,5,15,19,N,8,S,NA,NA,NA,NA,NA,NA
Pseudocheilinus evanidus,5616,0,61,33,N,24,S,NA,NA,NA,NA,23,28
Pseudocheilinus hexataenia,5617,1,35,32,N,36,S,24,e,136,w,24,28
Pseudocheilinus ocellatus,55234,20,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocheilinus octotaenia,5618,0,50,28,N,25,S,NA,NA,NA,NA,NA,NA
Pseudocheilinus tetrataenia,5619,6,44,28,N,28,S,NA,NA,NA,NA,25,28
Pseudochromis ammeri,66427,10,45,0,S,3,S,130,E,133,E,NA,NA
Pseudochromis andamanensis,46484,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis bitaeniatus,12654,2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis coccinicauda,25685,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis cyanotaenia,14279,0,30,30,N,24,S,NA,NA,NA,NA,NA,NA
Pseudochromis dutoiti,8003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis elongatus,46486,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis erdmanni,66151,20,66,2,N,0,N,127,E,131,E,NA,NA
Pseudochromis flammicauda,15001,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis flavivertex,12738,2,30,NA,NA,NA,NA,NA,NA,NA,NA,24,28
Pseudochromis fridmani,12741,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis fuligifinis,66393,5,33,14,N,12,N,120,E,122,E,NA,NA
Pseudochromis fuscus,6627,2,30,26,N,24,S,NA,NA,NA,NA,NA,NA
Pseudochromis jace,63705,38,52,3,S,5,S,134,E,135,E,NA,NA
Pseudochromis jamesi,15003,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis kristinae,65052,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis litus,59007,15,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis madagascariensis,65053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis marshallensis,7323,0,30,26,N,23,S,NA,NA,NA,NA,NA,NA
Pseudochromis natalensis,7973,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis olivaceus,24440,1,20,NA,NA,NA,NA,NA,NA,NA,NA,24,28
Pseudochromis persicus,24446,1,25,NA,NA,NA,NA,NA,NA,NA,NA,24,28
Pseudochromis perspicillatus,24444,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis pylei,24445,40,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis quinquedentatus,10541,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis ransonneti,57899,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochromis rutilus,66416,65,70,8,S,9,S,115,E,116,E,NA,NA
Pseudochromis sankeyi,24443,2,10,NA,NA,NA,NA,NA,NA,NA,NA,24,27
Pseudochromis springeri,24441,2,60,NA,NA,NA,NA,NA,NA,NA,NA,24,27
Pseudochromis tapeinosoma,14274,2,60,30,N,11,S,NA,NA,NA,NA,NA,NA
Pseudochromis tauberae,23639,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocoris aequalis,63849,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocoris aurantiofasciata,25783,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocoris bleekeri,59631,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocoris heteroptera,11620,2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocoris petila,66869,10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocoris yamashiroi,5639,5,90,32,N,30,S,57,E,178,W,NA,NA
Pseudocyttus maculatus,7151,400,1500,34,S,67,S,90,W,176,W,NA,NA
Pseudogramma brederi,68576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogramma galzini,68582,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogramma gregoryi,3352,1,70,32,N,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogramma paucilepis,68585,15,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogramma polyacantha,7320,1,65,32,N,32,S,NA,NA,NA,NA,NA,NA
Pseudogramma thaumasia,46538,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogramma xantha,49428,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides atavai,4849,12,31,14,N,28,S,NA,NA,NA,NA,NA,NA
Pseudojuloides cerasinus,4851,2,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides crux,69244,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides edwardi,67650,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides elongatus,4848,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides kaleidos,57494,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides mesostigma,4853,25,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides paradiseus,69245,4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides polackorum,68740,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides pyrius,4850,18,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides severnsi,59626,12,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides splendens,68824,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudojuloides xanthomos,4852,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrus biserialis,46934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrus eoethinus,59646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrus fuentesi,46949,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrus gayi,46923,NA,NA,25,S,35,S,83,W,76,W,NA,NA
Pseudolabrus guentheri,13155,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrus japonicus,12795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrus luculentus,12796,10,50,28,S,35,S,147,E,177,W,NA,NA
Pseudolabrus miles,46965,4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrus sieboldi,57440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoliparis amblystomopsis,51399,6156,7587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoliparis swirei,68464,6198,8178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonacanthus elongatus,11682,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonacanthus macrurus,10598,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonacanthus peroni,10553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomyxus capensis,6334,NA,NA,25,S,35,S,NA,NA,NA,NA,NA,NA
Pseudopataecus taenianotus,63512,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopercis numida,14100,15,300,21,S,44,s,65,w,40,w,NA,NA
Pseudopercis semifasciata,50136,NA,100,23,S,48,S,68,w,41,w,NA,NA
Pseudophichthys splendens,9065,37,1647,40,N,30,S,98,W,10,E,NA,NA
Pseudophycis breviuscula,2022,0,220,33,S,48,S,112,E,180,E,NA,NA
Pseudoplesiops annae,14273,5,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psychrolutes phrictus,11732,500,2800,72,n,34,n,138,e,121,w,NA,NA
Psychrolutes sigalutes,4090,0,225,66,N,46,N,NA,NA,NA,NA,NA,NA
Psychrolutes sio,51730,768,967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteraclis aesticola,3557,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteraclis velifera,12275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteragogus aurigarius,59629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteragogus cryptus,5620,2,67,30,N,24,S,NA,NA,NA,NA,NA,NA
Pteragogus enneacanthus,52464,2,64,26,n,25,s,108,e,173,w,NA,NA
Pteragogus flagellifer,8022,2,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puck pinnata,60989,1464,4073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pugnaso curtirostris,46203,NA,11,31,s,44,s,114,e,151,e,NA,NA
Pungitius laevis,48259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pungitius platygaster,22914,NA,NA,58,N,36,N,25,E,75,E,NA,NA
Pungitius polyakovi,66020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pungitius pungitius,3273,0,110,82,N,35,N,180,W,180,E,10,20
Pungitius sinensis,24828,NA,NA,58,N,34,N,120,E,161,E,NA,NA
Pseudoplesiops collare,26837,30,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoplesiops immaculatus,61088,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoplesiops revellei,15021,3,20,16,N,26,S,NA,NA,NA,NA,NA,NA
Pseudoplesiops rosae,14270,3,20,25,N,24,S,NA,NA,NA,NA,NA,NA
Pseudoplesiops typus,7463,6,65,19,N,28,S,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,524,5,143,55,N,31,N,82,W,52,W,NA,NA
Pseudopleuronectes herzensteini,8556,20,40,67,N,35,N,NA,NA,NA,NA,NA,NA
Pseudopleuronectes obscurus,24239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes schrenki,8885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes yokohamae,8170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus argus,8283,13,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus arsius,1325,0,200,35,N,36,S,NA,NA,NA,NA,NA,NA
Pseudorhombus cinnamoneus,4576,20,164,34,N,4,N,NA,NA,NA,NA,NA,NA
Pseudorhombus diplospilus,10973,10,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus dupliciocellatus,10519,50,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus elevatus,1333,7,200,30,N,35,S,24,e,154,e,NA,NA
Pseudorhombus javanicus,1335,22,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus jenynsii,8834,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus levisquamis,24215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus malayanus,1368,20,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus natalensis,1376,60,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus neglectus,10588,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus oculocirris,24214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus oligodon,13071,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus pentophthalmus,8835,38,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus quinquocellatus,8284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus spinosus,6641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus tenuirastrum,15264,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhombus triocellatus,1377,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudosciades sona,1294,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoscopelus altipinnis,12558,30,2390,46,N,36,S,0,E,0,W,NA,NA
Pseudoscopelus astronesthidens,64518,1110,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoscopelus lavenbergi,64521,0,2100,32,N,23,S,NA,NA,NA,NA,NA,NA
Pseudoscopelus obtusifrons,60594,124,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoscopelus sagamianus,23514,200,1700,35,n,40,s,114,e,132,w,NA,NA
Pseudoscopelus scriptus,46347,250,1370,69,n,20,s,39,w,23,w,NA,NA
Pseudoscopelus scutatus,52728,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudotolithus elongatus,433,0,100,17,N,6,S,17,W,14,E,NA,NA
Pseudotolithus senegalensis,432,0,70,27,N,22,S,NA,NA,NA,NA,NA,NA
Pseudotolithus typus,4550,0,150,35,N,17,S,25,W,14,E,NA,NA
Pseudotriacanthus strigilifer,8191,2,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudotriakis microdon,2536,173,1890,64,N,48,S,98,w,153,w,NA,NA
Pseudotrichonotus altivelis,4555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudotrichonotus belos,68790,100,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudupeneus grandisquamis,3592,1,67,33,N,21,S,118,W,70,W,NA,NA
Pseudupeneus maculatus,1094,0,90,40,N,30,S,98,W,28,W,NA,NA
Pseudupeneus prayensis,453,10,300,35,N,17,S,NA,NA,NA,NA,NA,NA
Psilodraco breviceps,7105,60,345,53,S,56,S,NA,NA,NA,NA,NA,NA
Psilogobius mainlandi,46535,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psilotris celsa,16637,8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psilotris kaufmani,56749,8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psilotris laurae,70016,114,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psychrolutes macrocephalus,10709,419,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psychrolutes marmoratus,51729,NA,NA,44,S,56,S,NA,NA,NA,NA,NA,NA
Psychrolutes microporos,58788,NA,986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psychrolutes paradoxus,4135,0,1100,66,N,46,N,NA,NA,NA,NA,NA,NA
Pteragogus pelycus,8023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteragogus taeniops,8024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteragogus trispilus,66979,9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterapogon kauderni,15426,0,16,1,s,2,s,123,e,124,e,NA,NA
Ptereleotris arabica,4374,2,15,32,N,25,N,NA,NA,NA,NA,NA,NA
Ptereleotris brachyptera,63850,20,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptereleotris caeruleomarginata,66885,30,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptereleotris calliura,3881,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptereleotris carinata,60860,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptereleotris evides,4375,0,30,30,N,30,S,32,e,150,w,21,27
Ptereleotris grammica,4376,30,60,45,N,45,S,NA,NA,NA,NA,22,27
Ptereleotris hanae,4377,3,50,30,N,30,S,NA,NA,NA,NA,21,27
Ptereleotris helenae,12772,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptereleotris heteroptera,4378,5,80,35,N,35,S,NA,NA,NA,NA,22,27
Ptereleotris melanopogon,4380,22,42,5,S,15,S,NA,NA,NA,NA,NA,NA
Ptereleotris microlepis,4381,1,50,30,N,30,S,NA,NA,NA,NA,22,27
Ptereleotris monoptera,4382,6,50,36,N,38,S,53,e,133,w,22,27
Ptereleotris rubristigma,66886,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptereleotris uroditaenia,4383,18,40,0,S,15,S,NA,NA,NA,NA,23,27
Ptereleotris zebra,4384,2,31,30,N,30,S,NA,NA,NA,NA,22,28
